business_unit,week,year,type,total_revenue,avg_revenue,total_quantity
COMMISSIONS,13,2022,ARMS & ARMOUR,2705711,13328.625615763547,1033
COMMISSIONS,13,2022,JEWELRY,118677,10788.818181818182,54
COMMISSIONS,13,2022,POTIONS & SCROLLS,125124,7820.25,105
COMMISSIONS,13,2022,SUMMONING DEVICE,301382,11591.615384615385,149
COMMISSIONS,13,2022,TOOLS & KITS,12898,12898,6
COMMISSIONS,13,2023,ADVENTURING EQUIPMENT,874698,11072.12658227848,438
COMMISSIONS,13,2023,ARMS & ARMOUR,3264540,15113.611111111111,1169
COMMISSIONS,13,2023,JEWELRY,88428,8842.8,60
COMMISSIONS,13,2023,POTIONS & SCROLLS,115714,9642.833333333334,67
COMMISSIONS,13,2023,SUMMONING DEVICE,222900,11731.578947368422,119
COMMISSIONS,13,2023,TOOLS & KITS,5384,2692,8
COMMISSIONS,14,2019,ADVENTURING EQUIPMENT,767320,9837.435897435897,417
COMMISSIONS,14,2019,ARMS & ARMOUR,1125181,9699.836206896553,647
COMMISSIONS,14,2019,JEWELRY,119341,8524.357142857143,72
COMMISSIONS,14,2019,POTIONS & SCROLLS,80235,10029.375,33
COMMISSIONS,14,2019,SUMMONING DEVICE,236254,10738.818181818182,115
COMMISSIONS,14,2019,TOOLS & KITS,38704,7740.8,30
COMMISSIONS,14,2020,ADVENTURING EQUIPMENT,809174,10647.026315789473,443
COMMISSIONS,14,2020,ARMS & ARMOUR,1969761,11320.465517241379,942
COMMISSIONS,14,2020,JEWELRY,141908,11825.666666666666,72
COMMISSIONS,14,2020,POTIONS & SCROLLS,173612,12400.857142857143,72
COMMISSIONS,14,2020,SUMMONING DEVICE,193458,10747.666666666666,108
COMMISSIONS,14,2020,TOOLS & KITS,26869,6717.25,26
COMMISSIONS,14,2021,ADVENTURING EQUIPMENT,750369,10568.577464788732,420
COMMISSIONS,14,2021,ARMS & ARMOUR,1783939,10432.391812865497,973
COMMISSIONS,14,2021,JEWELRY,114743,10431.181818181818,74
COMMISSIONS,14,2021,POTIONS & SCROLLS,143558,11042.923076923076,65
COMMISSIONS,14,2021,SUMMONING DEVICE,273230,9421.724137931034,163
COMMISSIONS,14,2021,TOOLS & KITS,13047,13047,5
COMMISSIONS,14,2022,ADVENTURING EQUIPMENT,693061,10662.476923076923,384
COMMISSIONS,14,2022,ARMS & ARMOUR,3497930,15756.441441441442,1194
COMMISSIONS,14,2022,JEWELRY,144659,9643.933333333332,90
COMMISSIONS,14,2022,POTIONS & SCROLLS,210105,10005,120
COMMISSIONS,14,2022,SUMMONING DEVICE,199682,11093.444444444445,99
COMMISSIONS,14,2022,TOOLS & KITS,32059,10686.333333333334,24
COMMISSIONS,14,2023,ADVENTURING EQUIPMENT,832559,10406.9875,479
COMMISSIONS,14,2023,ARMS & ARMOUR,3531651,15422.056768558952,1294
COMMISSIONS,14,2023,JEWELRY,108144,9012,62
COMMISSIONS,14,2023,POTIONS & SCROLLS,212781,10639.05,139
COMMISSIONS,14,2023,SUMMONING DEVICE,313155,10798.448275862069,159
COMMISSIONS,14,2023,TOOLS & KITS,3906,3906,4
COMMISSIONS,15,2019,ADVENTURING EQUIPMENT,837164,11313.027027027027,412
COMMISSIONS,15,2019,ARMS & ARMOUR,1243623,10629.25641025641,623
COMMISSIONS,15,2019,JEWELRY,128890,8592.666666666666,79
COMMISSIONS,15,2019,POTIONS & SCROLLS,215102,11321.157894736842,131
COMMISSIONS,15,2019,SUMMONING DEVICE,284815,10954.423076923076,150
COMMISSIONS,15,2019,TOOLS & KITS,15422,7711,10
COMMISSIONS,15,2020,ADVENTURING EQUIPMENT,605880,9180,359
COMMISSIONS,15,2020,ARMS & ARMOUR,2801218,14979.775401069519,1038
COMMISSIONS,15,2020,JEWELRY,116513,10592.09090909091,73
COMMISSIONS,15,2020,POTIONS & SCROLLS,154506,9088.588235294117,115
COMMISSIONS,15,2020,SUMMONING DEVICE,386376,11364,191
COMMISSIONS,15,2020,TOOLS & KITS,32859,8214.75,27
COMMISSIONS,15,2021,ADVENTURING EQUIPMENT,716254,9066.506329113925,375
COMMISSIONS,15,2021,ARMS & ARMOUR,2223832,11463.051546391753,1060
COMMISSIONS,15,2021,JEWELRY,87253,10906.625,44
COMMISSIONS,15,2021,POTIONS & SCROLLS,165623,10351.4375,82
COMMISSIONS,15,2021,SUMMONING DEVICE,205660,9793.333333333334,117
COMMISSIONS,15,2021,TOOLS & KITS,60446,15111.5,19
COMMISSIONS,15,2022,ADVENTURING EQUIPMENT,621395,10713.706896551725,284
COMMISSIONS,15,2022,ARMS & ARMOUR,2499085,14119.124293785311,1028
COMMISSIONS,15,2022,JEWELRY,106368,13296,45
COMMISSIONS,15,2022,POTIONS & SCROLLS,124296,8878.285714285714,84
COMMISSIONS,15,2022,SUMMONING DEVICE,284326,10530.592592592593,135
COMMISSIONS,15,2022,TOOLS & KITS,58101,11620.2,28
COMMISSIONS,15,2023,ADVENTURING EQUIPMENT,737973,10249.625,428
COMMISSIONS,15,2023,ARMS & ARMOUR,3121342,13226.025423728814,1257
COMMISSIONS,15,2023,JEWELRY,161816,10113.5,72
COMMISSIONS,15,2023,POTIONS & SCROLLS,106575,8881.25,78
COMMISSIONS,15,2023,SUMMONING DEVICE,282881,12299.173913043478,134
COMMISSIONS,15,2023,TOOLS & KITS,8041,4020.5,9
COMMISSIONS,16,2019,ADVENTURING EQUIPMENT,722123,9892.09589041096,402
COMMISSIONS,16,2019,ARMS & ARMOUR,1376657,10755.1328125,675
COMMISSIONS,16,2019,JEWELRY,286562,11940.083333333334,164
COMMISSIONS,16,2019,POTIONS & SCROLLS,125934,8395.6,80
COMMISSIONS,16,2019,SUMMONING DEVICE,340821,10327.90909090909,207
COMMISSIONS,16,2019,TOOLS & KITS,4447,4447,1
COMMISSIONS,16,2020,ADVENTURING EQUIPMENT,619938,11480.333333333334,282
COMMISSIONS,16,2020,ARMS & ARMOUR,2206790,12538.579545454546,974
COMMISSIONS,16,2020,JEWELRY,101892,9262.90909090909,65
COMMISSIONS,16,2020,POTIONS & SCROLLS,150075,10719.642857142857,75
COMMISSIONS,16,2020,SUMMONING DEVICE,415507,12591.121212121212,165
COMMISSIONS,16,2020,TOOLS & KITS,24931,8310.333333333334,20
COMMISSIONS,16,2021,ADVENTURING EQUIPMENT,729545,9727.266666666666,371
COMMISSIONS,16,2021,ARMS & ARMOUR,1909217,11230.688235294117,867
COMMISSIONS,16,2021,JEWELRY,126167,10513.916666666666,80
COMMISSIONS,16,2021,POTIONS & SCROLLS,90728,8248,54
COMMISSIONS,16,2021,SUMMONING DEVICE,215671,9803.227272727272,111
COMMISSIONS,16,2021,TOOLS & KITS,17040,4260,25
COMMISSIONS,16,2022,ADVENTURING EQUIPMENT,652464,10037.907692307692,385
COMMISSIONS,16,2022,ARMS & ARMOUR,2166824,12746.023529411765,972
COMMISSIONS,16,2022,JEWELRY,162287,9546.29411764706,84
COMMISSIONS,16,2022,POTIONS & SCROLLS,87381,8738.1,57
COMMISSIONS,16,2022,SUMMONING DEVICE,206915,10345.75,111
COMMISSIONS,16,2022,TOOLS & KITS,31955,10651.666666666666,19
COMMISSIONS,16,2023,ADVENTURING EQUIPMENT,760417,10561.347222222223,389
COMMISSIONS,16,2023,ARMS & ARMOUR,2770061,12534.212669683258,1201
COMMISSIONS,16,2023,JEWELRY,107171,7144.733333333334,72
COMMISSIONS,16,2023,POTIONS & SCROLLS,165787,11052.466666666667,99
COMMISSIONS,16,2023,SUMMONING DEVICE,272354,10087.185185185184,172
COMMISSIONS,16,2023,TOOLS & KITS,15761,7880.5,8
COMMISSIONS,17,2019,ADVENTURING EQUIPMENT,797984,9499.809523809523,432
COMMISSIONS,17,2019,ARMS & ARMOUR,1327727,10058.537878787878,724
COMMISSIONS,17,2019,JEWELRY,169055,9944.411764705883,94
COMMISSIONS,17,2019,POTIONS & SCROLLS,117046,8360.42857142857,83
COMMISSIONS,17,2019,SUMMONING DEVICE,262976,9392,161
COMMISSIONS,17,2019,TOOLS & KITS,25080,6270,14
COMMISSIONS,17,2020,ADVENTURING EQUIPMENT,844773,10056.82142857143,486
COMMISSIONS,17,2020,ARMS & ARMOUR,2214872,13183.761904761905,879
COMMISSIONS,17,2020,JEWELRY,102209,11356.555555555555,36
COMMISSIONS,17,2020,POTIONS & SCROLLS,136525,10501.923076923076,54
COMMISSIONS,17,2020,SUMMONING DEVICE,334324,10447.625,181
COMMISSIONS,17,2020,TOOLS & KITS,77848,12974.666666666666,39
COMMISSIONS,17,2021,ADVENTURING EQUIPMENT,729228,10270.81690140845,412
COMMISSIONS,17,2021,ARMS & ARMOUR,2581579,14106.989071038251,1032
COMMISSIONS,17,2021,JEWELRY,164655,10290.9375,92
COMMISSIONS,17,2021,POTIONS & SCROLLS,156001,9176.529411764706,109
COMMISSIONS,17,2021,SUMMONING DEVICE,286427,11457.08,124
COMMISSIONS,17,2021,TOOLS & KITS,8655,8655,7
COMMISSIONS,17,2022,ADVENTURING EQUIPMENT,639998,10491.77049180328,332
COMMISSIONS,17,2022,ARMS & ARMOUR,2702269,13377.569306930693,1095
COMMISSIONS,17,2022,JEWELRY,126408,9029.142857142857,74
COMMISSIONS,17,2022,POTIONS & SCROLLS,133143,12103.90909090909,68
COMMISSIONS,17,2022,SUMMONING DEVICE,207953,9902.52380952381,99
COMMISSIONS,17,2022,TOOLS & KITS,16801,8400.5,9
COMMISSIONS,17,2023,ADVENTURING EQUIPMENT,646812,9374.08695652174,387
COMMISSIONS,17,2023,ARMS & ARMOUR,2105328,11962.09090909091,940
COMMISSIONS,17,2023,JEWELRY,81848,8184.8,66
COMMISSIONS,17,2023,POTIONS & SCROLLS,137892,9849.42857142857,78
COMMISSIONS,17,2023,SUMMONING DEVICE,289643,9654.766666666666,215
COMMISSIONS,17,2023,TOOLS & KITS,34848,8712,27
COMMISSIONS,18,2019,ADVENTURING EQUIPMENT,622495,10920.964912280702,300
COMMISSIONS,18,2019,ARMS & ARMOUR,1325264,10687.612903225807,654
COMMISSIONS,18,2019,JEWELRY,137367,9811.92857142857,75
COMMISSIONS,18,2019,POTIONS & SCROLLS,127755,8517,91
COMMISSIONS,18,2019,SUMMONING DEVICE,174772,9198.526315789473,117
COMMISSIONS,18,2019,TOOLS & KITS,15429,7714.5,7
COMMISSIONS,18,2020,ADVENTURING EQUIPMENT,645433,10757.216666666667,350
COMMISSIONS,18,2020,ARMS & ARMOUR,1919861,11999.13125,924
COMMISSIONS,18,2020,JEWELRY,124948,10412.333333333334,66
COMMISSIONS,18,2020,POTIONS & SCROLLS,25774,6443.5,26
COMMISSIONS,18,2020,SUMMONING DEVICE,351497,10984.28125,191
COMMISSIONS,18,2020,TOOLS & KITS,8272,8272,10
COMMISSIONS,18,2021,ADVENTURING EQUIPMENT,830789,11226.878378378378,417
COMMISSIONS,18,2021,ARMS & ARMOUR,1769401,11796.006666666666,839
COMMISSIONS,18,2021,JEWELRY,206231,10854.263157894737,101
COMMISSIONS,18,2021,POTIONS & SCROLLS,82902,10362.75,43
COMMISSIONS,18,2021,SUMMONING DEVICE,280858,11702.416666666666,135
COMMISSIONS,18,2021,TOOLS & KITS,22348,7449.333333333333,14
COMMISSIONS,18,2022,ADVENTURING EQUIPMENT,883531,10394.482352941177,453
COMMISSIONS,18,2022,ARMS & ARMOUR,3188038,15037.915094339623,1148
COMMISSIONS,18,2022,JEWELRY,151827,11679,82
COMMISSIONS,18,2022,POTIONS & SCROLLS,113266,10296.90909090909,70
COMMISSIONS,18,2022,SUMMONING DEVICE,243031,10126.291666666666,114
COMMISSIONS,18,2022,TOOLS & KITS,73537,14707.4,24
COMMISSIONS,18,2023,ADVENTURING EQUIPMENT,715911,10227.3,377
COMMISSIONS,18,2023,ARMS & ARMOUR,2434558,13376.692307692309,1061
COMMISSIONS,18,2023,JEWELRY,169821,10613.8125,79
COMMISSIONS,18,2023,POTIONS & SCROLLS,119040,9156.923076923076,74
COMMISSIONS,18,2023,SUMMONING DEVICE,285913,12996.045454545454,130
COMMISSIONS,18,2023,TOOLS & KITS,4371,4371,8
COMMISSIONS,19,2019,ADVENTURING EQUIPMENT,791544,10019.54430379747,411
COMMISSIONS,19,2019,ARMS & ARMOUR,1101363,10012.39090909091,588
COMMISSIONS,19,2019,JEWELRY,232235,13660.882352941177,95
COMMISSIONS,19,2019,POTIONS & SCROLLS,145663,13242.09090909091,64
COMMISSIONS,19,2019,SUMMONING DEVICE,249511,8911.107142857143,152
COMMISSIONS,19,2019,TOOLS & KITS,20246,10123,15
COMMISSIONS,19,2020,ADVENTURING EQUIPMENT,723707,10642.75,367
COMMISSIONS,19,2020,ARMS & ARMOUR,2387134,13188.585635359115,1013
COMMISSIONS,19,2020,JEWELRY,96536,10726.222222222223,41
COMMISSIONS,19,2020,POTIONS & SCROLLS,59689,6632.111111111111,52
COMMISSIONS,19,2020,SUMMONING DEVICE,260929,10437.16,128
COMMISSIONS,19,2020,TOOLS & KITS,23833,7944.333333333333,15
COMMISSIONS,19,2021,ADVENTURING EQUIPMENT,598553,11293.452830188678,306
COMMISSIONS,19,2021,ARMS & ARMOUR,2184392,13483.901234567902,945
COMMISSIONS,19,2021,JEWELRY,140685,10048.92857142857,75
COMMISSIONS,19,2021,POTIONS & SCROLLS,122677,9436.692307692309,53
COMMISSIONS,19,2021,SUMMONING DEVICE,212372,9653.272727272728,117
COMMISSIONS,19,2021,TOOLS & KITS,9290,9290,6
COMMISSIONS,19,2022,ADVENTURING EQUIPMENT,838399,10748.705128205129,449
COMMISSIONS,19,2022,ARMS & ARMOUR,2419197,12868.06914893617,1044
COMMISSIONS,19,2022,JEWELRY,98637,8967,64
COMMISSIONS,19,2022,POTIONS & SCROLLS,156845,9802.8125,84
COMMISSIONS,19,2022,SUMMONING DEVICE,309686,8848.171428571428,200
COMMISSIONS,19,2022,TOOLS & KITS,18365,9182.5,4
COMMISSIONS,19,2023,ADVENTURING EQUIPMENT,762566,10033.763157894737,380
COMMISSIONS,19,2023,ARMS & ARMOUR,2208453,11210.421319796955,1140
COMMISSIONS,19,2023,JEWELRY,81165,9018.333333333334,49
COMMISSIONS,19,2023,POTIONS & SCROLLS,138760,8672.5,77
COMMISSIONS,19,2023,SUMMONING DEVICE,215874,10279.714285714286,116
COMMISSIONS,19,2023,TOOLS & KITS,5243,5243,4
COMMISSIONS,20,2019,ADVENTURING EQUIPMENT,780676,10995.43661971831,390
COMMISSIONS,20,2019,ARMS & ARMOUR,1496683,11338.507575757576,734
COMMISSIONS,20,2019,JEWELRY,181606,11350.375,92
COMMISSIONS,20,2019,POTIONS & SCROLLS,129838,11803.454545454546,55
COMMISSIONS,20,2019,SUMMONING DEVICE,284261,10152.17857142857,169
COMMISSIONS,20,2019,TOOLS & KITS,24223,12111.5,10
COMMISSIONS,20,2020,ADVENTURING EQUIPMENT,647188,10112.3125,346
COMMISSIONS,20,2020,ARMS & ARMOUR,2103922,12376.011764705883,959
COMMISSIONS,20,2020,JEWELRY,201223,10590.684210526315,82
COMMISSIONS,20,2020,POTIONS & SCROLLS,160594,11471,71
COMMISSIONS,20,2020,SUMMONING DEVICE,242781,11035.5,116
COMMISSIONS,20,2020,TOOLS & KITS,24861,12430.5,12
COMMISSIONS,20,2021,ADVENTURING EQUIPMENT,639670,11028.793103448275,309
COMMISSIONS,20,2021,ARMS & ARMOUR,1823761,12240.006711409396,801
COMMISSIONS,20,2021,JEWELRY,86854,10856.75,59
COMMISSIONS,20,2021,POTIONS & SCROLLS,88644,11080.5,40
COMMISSIONS,20,2021,SUMMONING DEVICE,219078,10432.285714285714,108
COMMISSIONS,20,2022,ADVENTURING EQUIPMENT,879872,10730.146341463415,461
COMMISSIONS,20,2022,ARMS & ARMOUR,2672916,12850.557692307691,1090
COMMISSIONS,20,2022,JEWELRY,165577,12736.692307692309,73
COMMISSIONS,20,2022,POTIONS & SCROLLS,88914,8083.090909090909,58
COMMISSIONS,20,2022,SUMMONING DEVICE,293311,10863.37037037037,147
COMMISSIONS,20,2022,TOOLS & KITS,32948,10982.666666666666,18
COMMISSIONS,20,2023,ADVENTURING EQUIPMENT,940046,11463.975609756097,452
COMMISSIONS,20,2023,ARMS & ARMOUR,2677379,12452.92558139535,1203
COMMISSIONS,20,2023,JEWELRY,115117,8855.153846153846,68
COMMISSIONS,20,2023,POTIONS & SCROLLS,130422,10868.5,56
COMMISSIONS,20,2023,SUMMONING DEVICE,230444,9601.833333333334,118
COMMISSIONS,20,2023,TOOLS & KITS,15652,15652,1
COMMISSIONS,21,2019,ADVENTURING EQUIPMENT,776638,10938.56338028169,365
COMMISSIONS,21,2019,ARMS & ARMOUR,1610715,11032.294520547945,785
COMMISSIONS,21,2019,JEWELRY,146688,11283.692307692309,57
COMMISSIONS,21,2019,POTIONS & SCROLLS,157008,8722.666666666666,89
COMMISSIONS,21,2019,SUMMONING DEVICE,241612,9664.48,145
COMMISSIONS,21,2019,TOOLS & KITS,17136,8568,14
COMMISSIONS,21,2020,ADVENTURING EQUIPMENT,626733,9948.142857142857,362
COMMISSIONS,21,2020,ARMS & ARMOUR,2414026,13873.71264367816,900
COMMISSIONS,21,2020,JEWELRY,172412,10141.882352941177,102
COMMISSIONS,21,2020,POTIONS & SCROLLS,115487,8883.615384615385,71
COMMISSIONS,21,2020,SUMMONING DEVICE,309364,9979.483870967742,197
COMMISSIONS,21,2020,TOOLS & KITS,50210,8368.333333333334,30
COMMISSIONS,21,2021,ADVENTURING EQUIPMENT,921916,10975.190476190477,468
COMMISSIONS,21,2021,ARMS & ARMOUR,2544019,12289.94685990338,1103
COMMISSIONS,21,2021,JEWELRY,99287,9026.09090909091,45
COMMISSIONS,21,2021,POTIONS & SCROLLS,175526,9751.444444444445,123
COMMISSIONS,21,2021,SUMMONING DEVICE,316877,11736.185185185184,158
COMMISSIONS,21,2021,TOOLS & KITS,9536,4768,16
COMMISSIONS,21,2022,ADVENTURING EQUIPMENT,645641,10088.140625,342
COMMISSIONS,21,2022,ARMS & ARMOUR,3253156,13843.217021276596,1312
COMMISSIONS,21,2022,JEWELRY,146272,8604.235294117647,96
COMMISSIONS,21,2022,POTIONS & SCROLLS,153464,8525.777777777777,111
COMMISSIONS,21,2022,SUMMONING DEVICE,242528,10105.333333333334,114
COMMISSIONS,21,2022,TOOLS & KITS,21630,10815,8
COMMISSIONS,21,2023,ADVENTURING EQUIPMENT,737169,9214.6125,396
COMMISSIONS,21,2023,ARMS & ARMOUR,3146785,13741.419213973799,1253
COMMISSIONS,21,2023,JEWELRY,81010,9001.111111111111,39
COMMISSIONS,21,2023,POTIONS & SCROLLS,138842,9917.285714285714,75
COMMISSIONS,21,2023,SUMMONING DEVICE,282073,9726.655172413793,169
COMMISSIONS,21,2023,TOOLS & KITS,17117,8558.5,19
COMMISSIONS,22,2019,ADVENTURING EQUIPMENT,565627,9923.280701754386,289
COMMISSIONS,22,2019,ARMS & ARMOUR,1733043,13331.1,755
COMMISSIONS,22,2019,JEWELRY,190786,12719.066666666668,77
COMMISSIONS,22,2019,POTIONS & SCROLLS,130856,10904.666666666666,74
COMMISSIONS,22,2019,SUMMONING DEVICE,288933,9631.1,163
COMMISSIONS,22,2019,TOOLS & KITS,32182,10727.333333333334,19
COMMISSIONS,22,2020,ADVENTURING EQUIPMENT,684986,11048.161290322581,344
COMMISSIONS,22,2020,ARMS & ARMOUR,2243066,13194.505882352942,909
COMMISSIONS,22,2020,JEWELRY,116896,8349.714285714286,73
COMMISSIONS,22,2020,POTIONS & SCROLLS,148629,11433,93
COMMISSIONS,22,2020,SUMMONING DEVICE,292427,9433.129032258064,170
COMMISSIONS,22,2020,TOOLS & KITS,61857,10309.5,37
COMMISSIONS,22,2021,ADVENTURING EQUIPMENT,537417,9108.762711864407,326
COMMISSIONS,22,2021,ARMS & ARMOUR,1900982,11116.853801169591,934
COMMISSIONS,22,2021,JEWELRY,78836,7883.6,47
COMMISSIONS,22,2021,POTIONS & SCROLLS,196977,8564.217391304348,152
COMMISSIONS,22,2021,SUMMONING DEVICE,258306,10332.24,139
COMMISSIONS,22,2021,TOOLS & KITS,62044,15511,15
COMMISSIONS,22,2022,ADVENTURING EQUIPMENT,865994,11546.586666666666,406
COMMISSIONS,22,2022,ARMS & ARMOUR,3046934,14238.009345794393,1211
COMMISSIONS,22,2022,JEWELRY,199219,11718.764705882353,66
COMMISSIONS,22,2022,POTIONS & SCROLLS,137043,10541.76923076923,71
COMMISSIONS,22,2022,SUMMONING DEVICE,125583,7848.9375,78
COMMISSIONS,22,2022,TOOLS & KITS,48066,9613.2,26
COMMISSIONS,22,2023,ADVENTURING EQUIPMENT,777383,9366.060240963856,449
COMMISSIONS,22,2023,ARMS & ARMOUR,2379172,13518.022727272728,968
COMMISSIONS,22,2023,JEWELRY,78116,7811.6,43
COMMISSIONS,22,2023,POTIONS & SCROLLS,64760,10793.333333333334,39
COMMISSIONS,22,2023,SUMMONING DEVICE,289285,12053.541666666666,161
COMMISSIONS,22,2023,TOOLS & KITS,33668,5611.333333333333,21
COMMISSIONS,23,2019,ADVENTURING EQUIPMENT,816039,9831.795180722891,453
COMMISSIONS,23,2019,ARMS & ARMOUR,1599403,11343.283687943262,782
COMMISSIONS,23,2019,JEWELRY,154884,9680.25,83
COMMISSIONS,23,2019,POTIONS & SCROLLS,173000,10176.470588235294,82
COMMISSIONS,23,2019,SUMMONING DEVICE,458193,11748.538461538461,188
COMMISSIONS,23,2019,TOOLS & KITS,42869,8573.8,31
COMMISSIONS,23,2020,ADVENTURING EQUIPMENT,814565,9697.202380952382,440
COMMISSIONS,23,2020,ARMS & ARMOUR,2133905,12263.82183908046,910
COMMISSIONS,23,2020,JEWELRY,165570,15051.818181818182,72
COMMISSIONS,23,2020,POTIONS & SCROLLS,133521,12138.272727272728,65
COMMISSIONS,23,2020,SUMMONING DEVICE,340982,11758,162
COMMISSIONS,23,2020,TOOLS & KITS,43007,7167.833333333333,31
COMMISSIONS,23,2021,ADVENTURING EQUIPMENT,665859,9248.041666666666,356
COMMISSIONS,23,2021,ARMS & ARMOUR,2001687,11705.771929824561,937
COMMISSIONS,23,2021,JEWELRY,181034,10649.058823529413,75
COMMISSIONS,23,2021,POTIONS & SCROLLS,212186,11788.111111111111,100
COMMISSIONS,23,2021,SUMMONING DEVICE,346069,10814.65625,168
COMMISSIONS,23,2021,TOOLS & KITS,31298,7824.5,16
COMMISSIONS,23,2022,ADVENTURING EQUIPMENT,644230,10225.873015873016,378
COMMISSIONS,23,2022,ARMS & ARMOUR,2614870,14134.432432432432,1092
COMMISSIONS,23,2022,JEWELRY,174180,11612,82
COMMISSIONS,23,2022,POTIONS & SCROLLS,132458,8830.533333333333,64
COMMISSIONS,23,2022,SUMMONING DEVICE,270349,9655.32142857143,122
COMMISSIONS,23,2022,TOOLS & KITS,61661,10276.833333333334,28
COMMISSIONS,23,2023,ADVENTURING EQUIPMENT,711081,10773.954545454546,357
COMMISSIONS,23,2023,ARMS & ARMOUR,2414434,14632.933333333332,888
COMMISSIONS,23,2023,JEWELRY,157654,11261,79
COMMISSIONS,23,2023,POTIONS & SCROLLS,147820,8695.29411764706,89
COMMISSIONS,23,2023,SUMMONING DEVICE,280434,11217.36,149
COMMISSIONS,23,2023,TOOLS & KITS,27419,6854.75,23
COMMISSIONS,24,2019,ADVENTURING EQUIPMENT,695168,10074.898550724638,393
COMMISSIONS,24,2019,ARMS & ARMOUR,1800004,11320.779874213837,931
COMMISSIONS,24,2019,JEWELRY,215365,11964.722222222223,107
COMMISSIONS,24,2019,POTIONS & SCROLLS,132689,10206.846153846154,59
COMMISSIONS,24,2019,SUMMONING DEVICE,267970,9570.357142857143,160
COMMISSIONS,24,2019,TOOLS & KITS,34411,5735.166666666667,28
COMMISSIONS,24,2020,ADVENTURING EQUIPMENT,710298,11098.40625,354
COMMISSIONS,24,2020,ARMS & ARMOUR,2635832,14095.358288770054,1061
COMMISSIONS,24,2020,JEWELRY,171086,10692.875,111
COMMISSIONS,24,2020,POTIONS & SCROLLS,137380,11448.333333333334,79
COMMISSIONS,24,2020,SUMMONING DEVICE,398155,9259.418604651162,201
COMMISSIONS,24,2020,TOOLS & KITS,14831,7415.5,12
COMMISSIONS,24,2021,ADVENTURING EQUIPMENT,627458,10120.290322580646,328
COMMISSIONS,24,2021,ARMS & ARMOUR,1742780,11171.666666666666,896
COMMISSIONS,24,2021,JEWELRY,174704,10276.70588235294,98
COMMISSIONS,24,2021,POTIONS & SCROLLS,130896,9349.714285714286,64
COMMISSIONS,24,2021,SUMMONING DEVICE,208778,8029.923076923077,142
COMMISSIONS,24,2021,TOOLS & KITS,27643,9214.333333333334,9
COMMISSIONS,24,2022,ADVENTURING EQUIPMENT,698457,8954.576923076924,402
COMMISSIONS,24,2022,ARMS & ARMOUR,3103670,13095.654008438818,1303
COMMISSIONS,24,2022,JEWELRY,161398,9494,98
COMMISSIONS,24,2022,POTIONS & SCROLLS,118728,10793.454545454546,52
COMMISSIONS,24,2022,SUMMONING DEVICE,285949,9531.633333333333,154
COMMISSIONS,24,2022,TOOLS & KITS,17620,8810,17
COMMISSIONS,24,2023,ADVENTURING EQUIPMENT,648045,10452.338709677419,359
COMMISSIONS,24,2023,ARMS & ARMOUR,3265339,13273.735772357724,1327
COMMISSIONS,24,2023,JEWELRY,165399,9188.833333333334,114
COMMISSIONS,24,2023,POTIONS & SCROLLS,162054,10803.6,85
COMMISSIONS,24,2023,SUMMONING DEVICE,234732,11177.714285714286,132
COMMISSIONS,24,2023,TOOLS & KITS,26206,6551.5,22
COMMISSIONS,25,2019,ADVENTURING EQUIPMENT,597931,9490.968253968254,323
COMMISSIONS,25,2019,ARMS & ARMOUR,1380159,10867.393700787401,695
COMMISSIONS,25,2019,JEWELRY,99936,9993.6,69
COMMISSIONS,25,2019,POTIONS & SCROLLS,107490,8957.5,69
COMMISSIONS,25,2019,SUMMONING DEVICE,279189,10738.038461538461,129
COMMISSIONS,25,2019,TOOLS & KITS,44004,8800.8,27
COMMISSIONS,25,2020,ADVENTURING EQUIPMENT,711849,9751.356164383562,374
COMMISSIONS,25,2020,ARMS & ARMOUR,2135065,12131.051136363636,967
COMMISSIONS,25,2020,JEWELRY,135358,11279.833333333334,62
COMMISSIONS,25,2020,POTIONS & SCROLLS,189574,11151.411764705883,81
COMMISSIONS,25,2020,SUMMONING DEVICE,172898,10806.125,100
COMMISSIONS,25,2020,TOOLS & KITS,15457,15457,4
COMMISSIONS,25,2021,ADVENTURING EQUIPMENT,590515,9841.916666666666,331
COMMISSIONS,25,2021,ARMS & ARMOUR,2560115,13838.45945945946,1004
COMMISSIONS,25,2021,JEWELRY,47119,6731.285714285715,29
COMMISSIONS,25,2021,POTIONS & SCROLLS,81295,8129.5,51
COMMISSIONS,25,2021,SUMMONING DEVICE,228586,9524.416666666666,135
COMMISSIONS,25,2021,TOOLS & KITS,40219,8043.8,24
COMMISSIONS,25,2022,ADVENTURING EQUIPMENT,844493,10967.441558441558,475
COMMISSIONS,25,2022,ARMS & ARMOUR,3184065,15685.049261083745,1113
COMMISSIONS,25,2022,JEWELRY,95035,8639.545454545454,51
COMMISSIONS,25,2022,POTIONS & SCROLLS,85402,12200.285714285714,29
COMMISSIONS,25,2022,SUMMONING DEVICE,241569,9662.76,117
COMMISSIONS,25,2022,TOOLS & KITS,6271,6271,6
COMMISSIONS,25,2023,ADVENTURING EQUIPMENT,567470,9302.786885245901,334
COMMISSIONS,25,2023,ARMS & ARMOUR,2675261,12800.291866028709,1165
COMMISSIONS,25,2023,JEWELRY,90799,10088.777777777777,42
COMMISSIONS,25,2023,POTIONS & SCROLLS,164182,9121.222222222223,99
COMMISSIONS,25,2023,SUMMONING DEVICE,263347,10128.73076923077,138
